,ISUS11,GOVE11,REVE11,BOVA11
2025-10-21,-0.006030068498355399,-0.010047395868165806,0.0012436606559504805,-0.0007220477795136552
2025-10-22,-0.004782892288586284,-0.008535760487728326,0.0010565513319564588,0.000112967122449699
2025-10-23,-0.0040781051738495566,-0.05279512754290674,0.0009008623220663911,9.632075713609351e-05
2025-10-24,-0.00678368985775293,-0.045152312467934164,0.0007704502091310023,8.237701329203846e-05
2025-10-25,-0.010833541765858193,-0.03871448931891798,0.0006605993084704794,7.06316869924182e-05
2025-10-27,-0.008938190296373213,-0.032584234047395265,0.0005559965495458887,5.9447495255960715e-05
2025-10-28,-0.007562618624205008,-0.034078270542269265,0.0004704296643019123,5.029863091721037e-05
2025-10-29,-0.006426521210190212,-0.05991381682028314,0.0003997591794279731,4.274249892734232e-05
2025-10-30,0.02185947202758026,-0.05109642939883888,0.00034092748171009714,3.645217738876433e-05
2025-10-31,0.030744351238111534,-0.04333725158184964,0.027272476935520495,-0.006765930908304694
2025-11-01,0.026364919563694588,-0.03716400268842507,0.02338760233185133,-0.005802146312648146
2025-11-03,0.022193448704604945,-0.031283895455502794,0.019687204105503647,0.0011999885474117313
2025-11-04,0.01878019307407444,-0.02647256875591389,0.016659397965191138,0.0010154355416783162
2025-11-05,0.015144770089040898,-0.034107103667196645,0.014158151069260322,0.000862977751670082
2025-11-06,0.012409052948055733,-0.0395173431649436,0.01207553326208279,0.0007360365413358968
2025-11-07,0.010615375330482152,-0.03380527357851803,0.010330064544757602,0.0006296454834979719
2025-11-10,0.009814500888506007,-0.07995517947198673,0.008473582298388094,0.0005164878496268508
2025-11-11,-0.02428752289212856,-0.0595886260516027,0.007023625365045673,0.0004281090374335676
2025-11-12,-0.024180464769199602,-0.04979996881964851,0.0058698504623561345,0.00035778332423940803
2025-11-13,-0.050132917638676076,-0.04189457457788159,-0.08292100503725491,0.00030098774186694484
2025-11-14,-0.015130988372762983,-0.10396303358151829,-0.0701324999287785,0.0002545678598029873
