CNPJ_Companhia,Nome_Companhia,Codigo_CVM,Data_Referencia,Categoria,Tipo,Especie,Assunto,Data_Entrega,Tipo_Apresentacao,Protocolo_Entrega,Versao,Link_Download
07.816.890/0001-53,MULTIPLAN - EMPREEND IMOBILIARIOS S.A.,20982,2024-03-28,Fato Relevante,,,Distribuição de Dividendos/Juros sobre Capital Próprio,2024-03-28,AP - Apresentação,020982IPE280320240104537911-80,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1214957&numSequencia=739683&numVersao=1
07.816.890/0001-53,MULTIPLAN - EMPREEND IMOBILIARIOS S.A.,20982,2024-06-21,Fato Relevante,,,Distribuição de Juros sobre o Capital Próprio,2024-06-21,AP - Apresentação,020982IPE210620240104546411-52,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1252581&numSequencia=777307&numVersao=1
07.816.890/0001-53,MULTIPLAN - EMPREEND IMOBILIARIOS S.A.,20982,2024-06-21,Fato Relevante,,,Programa de Recompra de Ações,2024-06-21,AP - Apresentação,020982IPE210620240104546411-44,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1252587&numSequencia=777313&numVersao=1
07.816.890/0001-53,MULTIPLAN - EMPREEND IMOBILIARIOS S.A.,20982,2024-06-24,Fato Relevante,,,Comunicação recebida dos Acionistas Controladores,2024-06-24,AP - Apresentação,020982IPE240620240104546711-50,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1252999&numSequencia=777725&numVersao=1
07.816.890/0001-53,MULTIPLAN - EMPREEND IMOBILIARIOS S.A.,20982,2024-09-19,Fato Relevante,,,Proposta de recompra de ações submetida à AGE,2024-09-19,AP - Apresentação,020982IPE190920240104555412-95,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1283904&numSequencia=808630&numVersao=1
07.816.890/0001-53,MULTIPLAN - EMPREEND IMOBILIARIOS S.A.,20982,2024-09-30,Fato Relevante,,,Declaração de Juros sobre o Capital Próprio,2024-09-30,AP - Apresentação,020982IPE300920240104556512-66,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1286554&numSequencia=811280&numVersao=1
07.816.890/0001-53,MULTIPLAN - EMPREEND IMOBILIARIOS S.A.,20982,2024-10-21,Fato Relevante,,,Aprovação da proposta de recompra submetida a Assembleia Geral Extraordinaria,2024-10-21,AP - Apresentação,020982IPE211020240104558609-95,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1293170&numSequencia=817896&numVersao=1
07.816.890/0001-53,MULTIPLAN - EMPREEND IMOBILIARIOS S.A.,20982,2024-10-21,Fato Relevante,,,Aprovação da proposta de recompra submetida a Assembleia Geral Extraordinaria,2024-10-21,RE - Reapresentação Espontânea,020982IPE211020240204558609-95,2,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1293312&numSequencia=818038&numVersao=2
07.816.890/0001-53,MULTIPLAN - EMPREEND IMOBILIARIOS S.A.,20982,2024-12-06,Fato Relevante,,,"Multiplan anuncia a conclusão da venda de 25,0% do JundiaíShopping, em São Paulo",2024-12-06,AP - Apresentação,020982IPE061220240104563211-20,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1312364&numSequencia=837090&numVersao=1
07.816.890/0001-53,MULTIPLAN - EMPREEND IMOBILIARIOS S.A.,20982,2024-12-23,Fato Relevante,,,Distribuição de Juros sobre o Capital Próprio,2024-12-23,AP - Apresentação,020982IPE231220240104564911-55,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1318817&numSequencia=843543&numVersao=1
07.820.907/0001-46,FICA EMPREENDIMENTOS IMOBILIARIOS S.A.,20630,2024-01-12,Fato Relevante,,,Alteração composição diretoria,2024-01-19,AP - Apresentação,020630IPE120120240104531011-00,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1184742&numSequencia=709468&numVersao=1
07.820.907/0001-46,FICA EMPREENDIMENTOS IMOBILIARIOS S.A.,20630,2024-03-22,Fato Relevante,,,Alteração composição Diretoria,2024-03-25,AP - Apresentação,020630IPE220320240104537605-89,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1211589&numSequencia=736315&numVersao=1
07.820.907/0001-46,FICA EMPREENDIMENTOS IMOBILIARIOS S.A.,20630,2024-05-08,Fato Relevante,,,ALTERAÇÃO SOCIETARIA,2024-05-31,AP - Apresentação,020630IPE080520240104544308-25,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1244626&numSequencia=769352&numVersao=1
07.820.907/0001-46,FICA EMPREENDIMENTOS IMOBILIARIOS S.A.,20630,2024-05-08,Fato Relevante,,,Alteração de Diretor de Relação com Investidores,2024-06-21,RE - Reapresentação Espontânea,020630IPE080520240204544308-25,2,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1252485&numSequencia=777211&numVersao=2
07.820.907/0001-46,FICA EMPREENDIMENTOS IMOBILIARIOS S.A.,20630,2024-10-22,Fato Relevante,,,Aquisição de Ações de Emissão da Própria Companhia,2024-10-22,AP - Apresentação,020630IPE221020240104558711-15,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1293549&numSequencia=818275&numVersao=1
07.820.907/0001-46,FICA EMPREENDIMENTOS IMOBILIARIOS S.A.,20630,2024-09-26,Fato Relevante,,,Alteração composição diretoria,2024-11-08,AP - Apresentação,020630IPE260920240104560407-62,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1300866&numSequencia=825592&numVersao=1
07.857.093/0001-14,AURA MINERALS INC,80187,2024-01-10,Fato Relevante,,,Previa de produção 4T23,2024-01-10,AP - Apresentação,080187IPE100120240104530112-57,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1182550&numSequencia=707276&numVersao=1
07.857.093/0001-14,AURA MINERALS INC,80187,2024-01-10,Fato Relevante,,,Previa de produção 4T23,2024-01-10,AP - Apresentação,080187IPE100120240104530112-57,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1182550&numSequencia=707276&numVersao=1
07.857.093/0001-14,AURA MINERALS INC,80187,2024-02-20,Fato Relevante,,,Resultados Financeiros e Operacionais 4T23 e 2023 e Projeções 2024,2024-02-20,AP - Apresentação,080187IPE200220240104534214-21,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1196849&numSequencia=721575&numVersao=1
07.857.093/0001-14,AURA MINERALS INC,80187,2024-02-20,Fato Relevante,,,Resultados Financeiros e Operacionais 4T23 e 2023 e Projeções 2024,2024-02-20,AP - Apresentação,080187IPE200220240104534214-21,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1196849&numSequencia=721575&numVersao=1
07.857.093/0001-14,AURA MINERALS INC,80187,2024-02-22,Fato Relevante,,,Aura adiciona 110 mil Oz de Reservas Minerais Provadas e Prováveis em Apoena  em 2023 e aumenta sua vida útil para mais de 5 anos,2024-02-22,AP - Apresentação,080187IPE220220240104534414-42,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1198013&numSequencia=722739&numVersao=1
07.857.093/0001-14,AURA MINERALS INC,80187,2024-02-22,Fato Relevante,,,Aura adiciona 110 mil Oz de Reservas Minerais Provadas e Prováveis em Apoena  em 2023 e aumenta sua vida útil para mais de 5 anos,2024-02-22,AP - Apresentação,080187IPE220220240104534414-42,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1198013&numSequencia=722739&numVersao=1
07.857.093/0001-14,AURA MINERALS INC,80187,2024-04-14,Fato Relevante,,,Recompra de Ações e BDRs,2024-03-14,AP - Apresentação,080187IPE140420240104536505-46,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1207381&numSequencia=732107&numVersao=1
07.857.093/0001-14,AURA MINERALS INC,80187,2024-04-14,Fato Relevante,,,Recompra de Ações e BDRs,2024-03-14,AP - Apresentação,080187IPE140420240104536505-46,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1207381&numSequencia=732107&numVersao=1
07.857.093/0001-14,AURA MINERALS INC,80187,2024-03-14,Fato Relevante,,,Recompra de Ações e BDRs,2024-03-14,AP - Apresentação,080187IPE140320240104536511-26,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1207577&numSequencia=732303&numVersao=1
07.857.093/0001-14,AURA MINERALS INC,80187,2024-03-14,Fato Relevante,,,Recompra de Ações e BDRs,2024-03-14,AP - Apresentação,080187IPE140320240104536511-26,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1207577&numSequencia=732303&numVersao=1
07.857.093/0001-14,AURA MINERALS INC,80187,2024-04-01,Fato Relevante,,,Aura Anuncia as atualizações nas Reservas e Recursos Minerais,2024-04-01,AP - Apresentação,080187IPE010420240104538313-00,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1216465&numSequencia=741191&numVersao=1
07.857.093/0001-14,AURA MINERALS INC,80187,2024-04-01,Fato Relevante,,,Aura Anuncia as atualizações nas Reservas e Recursos Minerais,2024-04-01,AP - Apresentação,080187IPE010420240104538313-00,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1216465&numSequencia=741191&numVersao=1
07.857.093/0001-14,AURA MINERALS INC,80187,2024-04-08,Fato Relevante,,,Resultados de Produção 1T24,2024-04-08,RE - Reapresentação Espontânea,080187IPE080420240204550805-52,2,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1219092&numSequencia=743818&numVersao=2
07.857.093/0001-14,AURA MINERALS INC,80187,2024-04-08,Fato Relevante,,,Resultados de Produção 1T24,2024-04-08,RE - Reapresentação Espontânea,080187IPE080420240204550805-52,2,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1219092&numSequencia=743818&numVersao=2
07.857.093/0001-14,AURA MINERALS INC,80187,2024-03-31,Fato Relevante,,,Aura Anuncia os Resultados Financeiros e Operacionais do Primeiro Trimestre de 2024,2024-05-06,AP - Apresentação,080187IPE310320240104541812-81,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1233377&numSequencia=758103&numVersao=1
07.857.093/0001-14,AURA MINERALS INC,80187,2024-03-31,Fato Relevante,,,Aura Anuncia os Resultados Financeiros e Operacionais do Primeiro Trimestre de 2024,2024-05-06,AP - Apresentação,080187IPE310320240104541812-81,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1233377&numSequencia=758103&numVersao=1
07.857.093/0001-14,AURA MINERALS INC,80187,2024-06-07,Fato Relevante,,,Declaração de pagamento de dividendos,2024-06-07,AP - Apresentação,080187IPE070620240104545004-95,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1247411&numSequencia=772137&numVersao=1
07.857.093/0001-14,AURA MINERALS INC,80187,2024-06-07,Fato Relevante,,,Declaração de pagamento de dividendos,2024-06-07,AP - Apresentação,080187IPE070620240104545004-95,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1247411&numSequencia=772137&numVersao=1
07.857.093/0001-14,AURA MINERALS INC,80187,2024-06-20,Fato Relevante,,,Resumo dos Resultados da Assembleia Geral Ordinária e Extraordinária de Acionistas de 2024,2024-06-20,AP - Apresentação,080187IPE200620240104546311-03,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1252097&numSequencia=776823&numVersao=1
07.857.093/0001-14,AURA MINERALS INC,80187,2024-06-20,Fato Relevante,,,Resumo dos Resultados da Assembleia Geral Ordinária e Extraordinária de Acionistas de 2024,2024-06-20,AP - Apresentação,080187IPE200620240104546311-03,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1252097&numSequencia=776823&numVersao=1
07.857.093/0001-14,AURA MINERALS INC,80187,2024-07-05,Fato Relevante,,,Desdobramento de BDRs,2024-07-05,AP - Apresentação,080187IPE050720240104547812-77,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1257329&numSequencia=782055&numVersao=1
07.857.093/0001-14,AURA MINERALS INC,80187,2024-07-05,Fato Relevante,,,Desdobramento de BDRs,2024-07-05,AP - Apresentação,080187IPE050720240104547812-77,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1257329&numSequencia=782055&numVersao=1
07.857.093/0001-14,AURA MINERALS INC,80187,2024-07-09,Fato Relevante,,,Prévia de Produção 2T24,2024-07-09,AP - Apresentação,080187IPE090720240104548211-50,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1258051&numSequencia=782777&numVersao=1
07.857.093/0001-14,AURA MINERALS INC,80187,2024-07-09,Fato Relevante,,,Prévia de Produção 2T24,2024-07-09,AP - Apresentação,080187IPE090720240104548211-50,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1258051&numSequencia=782777&numVersao=1
07.857.093/0001-14,AURA MINERALS INC,80187,2024-08-05,Fato Relevante,,,Divulgação de Resultados 2T24,2024-08-05,AP - Apresentação,080187IPE050820240104550911-63,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1266889&numSequencia=791615&numVersao=1
07.857.093/0001-14,AURA MINERALS INC,80187,2024-08-05,Fato Relevante,,,Divulgação de Resultados 2T24,2024-08-05,AP - Apresentação,080187IPE050820240104550911-63,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1266889&numSequencia=791615&numVersao=1
07.857.093/0001-14,AURA MINERALS INC,80187,2024-08-26,Fato Relevante,,,Projeção Longo Prazo,2024-08-26,AP - Apresentação,080187IPE260820240104553005-35,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1275437&numSequencia=800163&numVersao=1
07.857.093/0001-14,AURA MINERALS INC,80187,2024-08-26,Fato Relevante,,,Projeção Longo Prazo,2024-08-26,AP - Apresentação,080187IPE260820240104553005-35,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1275437&numSequencia=800163&numVersao=1
07.857.093/0001-14,AURA MINERALS INC,80187,2024-10-10,Fato Relevante,,,Prévia de Produção - 3T24,2024-10-10,AP - Apresentação,080187IPE101020240104557511-31,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1290531&numSequencia=815257&numVersao=1
07.857.093/0001-14,AURA MINERALS INC,80187,2024-10-10,Fato Relevante,,,Prévia de Produção - 3T24,2024-10-10,AP - Apresentação,080187IPE101020240104557511-31,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1290531&numSequencia=815257&numVersao=1
07.857.093/0001-14,AURA MINERALS INC,80187,2024-10-28,Fato Relevante,,,Bluestone Acquisition,2024-10-28,AP - Apresentação,080187IPE281020240104559305-09,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1295082&numSequencia=819808&numVersao=1
07.857.093/0001-14,AURA MINERALS INC,80187,2024-10-28,Fato Relevante,,,Bluestone Acquisition,2024-10-28,AP - Apresentação,080187IPE281020240104559305-09,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1295082&numSequencia=819808&numVersao=1
07.857.093/0001-14,AURA MINERALS INC,80187,2024-11-04,Fato Relevante,,,Divulgação de REsultados Trimestrais,2024-11-04,AP - Apresentação,080187IPE041120240104560012-31,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1297967&numSequencia=822693&numVersao=1
07.857.093/0001-14,AURA MINERALS INC,80187,2024-11-04,Fato Relevante,,,Divulgação de REsultados Trimestrais,2024-11-04,AP - Apresentação,080187IPE041120240104560012-31,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1297967&numSequencia=822693&numVersao=1
07.857.093/0001-14,AURA MINERALS INC,80187,2024-11-04,Fato Relevante,,,Anuncio de pagamento de dividendos,2024-11-04,AP - Apresentação,080187IPE041120240104560012-64,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1297969&numSequencia=822695&numVersao=1
07.857.093/0001-14,AURA MINERALS INC,80187,2024-11-04,Fato Relevante,,,Anuncio de pagamento de dividendos,2024-11-04,AP - Apresentação,080187IPE041120240104560012-64,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1297969&numSequencia=822695&numVersao=1
07.857.093/0001-14,AURA MINERALS INC,80187,2024-12-08,Fato Relevante,,,Aura Minerals Anuncia Resultados Positivos de Exploração em Múltiplos Projetos de Alto Potencial,2024-12-08,AP - Apresentação,080187IPE081220240104563414-41,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1312600&numSequencia=837326&numVersao=1
07.857.093/0001-14,AURA MINERALS INC,80187,2024-12-08,Fato Relevante,,,Aura Minerals Anuncia Resultados Positivos de Exploração em Múltiplos Projetos de Alto Potencial,2024-12-08,AP - Apresentação,080187IPE081220240104563414-41,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1312600&numSequencia=837326&numVersao=1
07.857.850/0001-50,"GP INVESTMENTS, LTD",80020,2024-04-03,Fato Relevante,,,Rodada de investimento Série A da Akad Seguros S.A.,2024-04-03,AP - Apresentação,080020IPE030420240104538513-12,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1217861&numSequencia=742587&numVersao=1
07.857.850/0001-50,"GP INVESTMENTS, LTD",80020,2024-06-07,Fato Relevante,,,Aquisição de Ações de Emissão da Própria Companhia,2024-06-07,AP - Apresentação,080020IPE070620240104545006-28,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1247441&numSequencia=772167&numVersao=1
07.857.850/0001-50,"GP INVESTMENTS, LTD",80020,2024-11-01,Fato Relevante,,,Alteração do formador de mercado da Companhia,2024-11-01,AP - Apresentação,080020IPE011120240104559705-74,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1297061&numSequencia=821787&numVersao=1
07.859.971/0001-30,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,20257,2024-02-21,Fato Relevante,,,Alteração na Diretoria,2024-02-21,AP - Apresentação,020257IPE210220240104534305-70,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1197102&numSequencia=721828&numVersao=1
07.859.971/0001-30,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,20257,2024-04-27,Fato Relevante,,,"Reorganização Societária - Incorporação, Cisão ou Fusão da Companhia",2024-03-27,AP - Apresentação,020257IPE270420240104537811-30,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1213578&numSequencia=738304&numVersao=1
07.859.971/0001-30,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,20257,2024-03-28,Fato Relevante,,,"Reorganização Societária - Incorporação, Cisão ou Fusão da Companhia",2024-03-28,AP - Apresentação,020257IPE280320240104537913-82,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1215289&numSequencia=740015&numVersao=1
07.859.971/0001-30,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,20257,2024-05-08,Fato Relevante,,,Proposta de Distribuição de Proventos,2024-05-08,AP - Apresentação,020257IPE080520240104542013-15,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1235027&numSequencia=759753&numVersao=1
07.859.971/0001-30,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,20257,2024-08-27,Fato Relevante,,,Eleição de novo Diretor Presidente,2024-08-27,AP - Apresentação,020257IPE270820240104553111-77,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1276088&numSequencia=800814&numVersao=1
07.859.971/0001-30,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,20257,2024-09-27,Fato Relevante,,,Aquisição de lote no leilão ANEEL 02.2024,2024-09-27,AP - Apresentação,020257IPE270920240104556211-01,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1286043&numSequencia=810769&numVersao=1
07.882.930/0001-65,MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,24902,2024-11-12,Fato Relevante,,,Liquidação dos Contratos de troca de Resultados de Fluxos Financeiros Futuros,2024-11-12,AP - Apresentação,024902IPE121120240104560811-30,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1302735&numSequencia=827461&numVersao=1
07.976.147/0001-60,MOVIDA LOCAÇÃO DE VEÍCULOS S.A,25828,2024-11-11,Fato Relevante,,,"Cisão parcial da Companhia, com versão da parcela cindida para sua controladora MOVIDA PARTICIPAÇÕES S.A.",2024-11-11,AP - Apresentação,025828IPE111120240104560705-75,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1301972&numSequencia=826698&numVersao=1
08.065.557/0001-12,TECNISA S/A,20435,2024-03-27,Fato Relevante,,,Guidance de lançamentos do Jardim das Perdizes,2024-03-27,AP - Apresentação,020435IPE270320240104537812-95,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1213823&numSequencia=738549&numVersao=1
08.065.557/0001-12,TECNISA S/A,20435,2024-03-27,Fato Relevante,,,Venda de Participação do Jardim das Perdizes a partes relacionadas,2024-03-27,AP - Apresentação,020435IPE270320240104537813-25,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1213824&numSequencia=738550&numVersao=1
08.065.557/0001-12,TECNISA S/A,20435,2024-07-19,Fato Relevante,,,Mudança de Auditoria Independente,2024-07-19,AP - Apresentação,020435IPE190720240104549211-44,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1261270&numSequencia=785996&numVersao=1
08.065.557/0001-12,TECNISA S/A,20435,2024-11-29,Fato Relevante,,,Aumento de Capital,2024-11-29,AP - Apresentação,020435IPE291120240104562513-78,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1309779&numSequencia=834505&numVersao=1
08.065.557/0001-12,TECNISA S/A,20435,2024-12-06,Fato Relevante,,,Convocação de Assembleia de CRI para Waiver,2024-12-06,AP - Apresentação,020435IPE061220240104563213-38,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1312470&numSequencia=837196&numVersao=1
08.065.557/0001-12,TECNISA S/A,20435,2024-12-20,Fato Relevante,,,Não instalação de AGE - Aumento de Capital,2024-12-20,AP - Apresentação,020435IPE201220240104564611-31,1,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1318076&numSequencia=842802&numVersao=1
